chr	start	end	ATAC	CTCF	REST	EP300
chr21	5037600	5037800	U	U	U	U
chr21	5038200	5038400	U	U	U	U
chr21	5038400	5038600	U	U	U	U
chr21	5040000	5040200	U	U	U	U
chr21	5040200	5040400	U	U	U	U
chr21	5040400	5040600	U	U	U	U
chr21	5042200	5042400	U	U	U	U
chr21	5043000	5043200	U	U	U	U
chr21	5043200	5043400	U	U	U	U
chr21	5043400	5043600	U	U	U	U
chr21	5043600	5043800	U	U	U	U
chr21	5044000	5044200	U	U	U	U
chr21	5044200	5044400	U	U	U	U
chr21	5044400	5044600	U	U	U	U
chr21	5044600	5044800	B	U	U	U
chr21	5044800	5045000	B	U	U	U
chr21	5045000	5045200	B	U	U	U
chr21	5049800	5050000	U	U	U	U
chr21	5050000	5050200	U	U	U	U
chr21	5050800	5051000	U	U	U	U
chr21	5051000	5051200	U	U	U	U
chr21	5053800	5054000	U	U	U	U
chr21	5054000	5054200	U	U	U	U
chr21	5055000	5055200	B	U	U	U
chr21	5055200	5055400	B	U	U	U
chr21	5055400	5055600	B	U	U	U
chr21	5056000	5056200	U	U	U	U
chr21	5056200	5056400	U	U	U	U
chr21	5056400	5056600	U	U	U	U
chr21	5056600	5056800	U	U	U	U
chr21	5058600	5058800	U	U	U	U
chr21	5059000	5059200	U	U	U	U
chr21	5059200	5059400	U	U	U	U
chr21	5059400	5059600	U	U	U	U
chr21	5060400	5060600	B	U	U	U
chr21	5060800	5061000	B	U	U	U
chr21	5061000	5061200	B	U	U	U
chr21	5061200	5061400	B	U	U	U
chr21	5064200	5064400	U	U	U	U
chr21	5064400	5064600	U	U	U	U
chr21	5064600	5064800	U	U	U	U
chr21	5064800	5065000	U	U	U	U
chr21	5065000	5065200	B	U	U	U
chr21	5065200	5065400	B	U	U	U
chr21	5065400	5065600	B	U	U	U
chr21	5065600	5065800	B	U	B	U
chr21	5066200	5066400	U	U	U	U
chr21	5066400	5066600	U	U	U	U
chr21	5066600	5066800	U	U	U	U
chr21	5066800	5067000	U	U	U	U
chr21	5067000	5067200	U	U	U	U
chr21	5067200	5067400	U	U	U	U
chr21	5067400	5067600	U	U	U	U
chr21	5067600	5067800	U	U	U	U
chr21	5069600	5069800	U	U	U	U
chr21	5069800	5070000	U	U	U	U
chr21	5070800	5071000	U	U	U	U
chr21	5071000	5071200	U	U	U	U
chr21	5071200	5071400	U	U	U	U
chr21	5073400	5073600	U	U	U	U
chr21	5075000	5075200	U	U	U	U
chr21	5075200	5075400	U	U	U	U
chr21	5075400	5075600	U	U	U	U
chr21	5076000	5076200	U	U	U	U
chr21	5076200	5076400	U	U	U	U
chr21	5076400	5076600	U	U	U	U
chr21	5076600	5076800	U	U	U	U
chr21	5076800	5077000	U	U	U	U
chr21	5077000	5077200	U	U	U	U
chr21	5080000	5080200	U	U	U	U
chr21	5080200	5080400	U	U	U	U
chr21	5080400	5080600	U	U	U	U
chr21	5081000	5081200	U	U	U	U
chr21	5082600	5082800	U	U	U	U
chr21	5082800	5083000	U	U	U	U
chr21	5084800	5085000	U	U	U	U
chr21	5085600	5085800	U	U	U	U
chr21	5085800	5086000	U	U	U	U
chr21	5086600	5086800	U	U	U	U
chr21	5087800	5088000	U	U	U	U
chr21	5088200	5088400	U	U	U	U
chr21	5088400	5088600	U	U	U	U
chr21	5088600	5088800	U	U	U	U
chr21	5088800	5089000	U	U	U	U
chr21	5089000	5089200	U	U	U	U
chr21	5090000	5090200	U	U	U	U
chr21	5090200	5090400	U	U	U	U
chr21	5091000	5091200	U	U	U	U
chr21	5091200	5091400	U	U	U	U
chr21	5091400	5091600	U	U	U	U
chr21	5091600	5091800	U	U	U	U
chr21	5092600	5092800	U	U	U	U
chr21	5094400	5094600	U	U	U	U
chr21	5094600	5094800	U	U	U	U
chr21	5094800	5095000	U	U	U	U
chr21	5095000	5095200	U	U	U	U
chr21	5095200	5095400	U	U	U	U
chr21	5095400	5095600	U	U	U	U
chr21	5095600	5095800	U	U	U	U
chr21	5095800	5096000	U	U	U	U
chr21	5097800	5098000	U	U	U	U
chr21	5098000	5098200	U	U	U	U
chr21	5098200	5098400	U	U	U	U
chr21	5098400	5098600	U	U	U	U
chr21	5099200	5099400	U	U	U	U
chr21	5099400	5099600	U	U	U	U
chr21	5100600	5100800	U	U	U	U
chr21	5100800	5101000	U	U	U	U
chr21	5101000	5101200	U	U	U	U
chr21	5101800	5102000	U	U	U	U
chr21	5102600	5102800	U	U	U	U
chr21	5104600	5104800	U	U	U	U
chr21	5104800	5105000	U	U	U	U
chr21	5105800	5106000	U	U	U	U
chr21	5106000	5106200	U	U	U	U
chr21	5106200	5106400	U	U	U	U
chr21	5106400	5106600	U	U	U	U
chr21	5107000	5107200	B	U	U	U
chr21	5107200	5107400	B	U	U	U
chr21	5108200	5108400	U	U	U	U
chr21	5111000	5111200	U	U	U	U
chr21	5111200	5111400	U	U	U	U
chr21	5113800	5114000	U	U	U	U
chr21	5114600	5114800	B	U	U	U
chr21	5114800	5115000	B	U	U	U
chr21	5115200	5115400	U	U	U	U
chr21	5115400	5115600	U	U	U	U
chr21	5115600	5115800	U	U	U	U
chr21	5115800	5116000	U	U	U	U
chr21	5116000	5116200	U	U	U	U
chr21	5116200	5116400	U	U	U	U
chr21	5116400	5116600	U	U	U	U
chr21	5116600	5116800	U	U	U	U
chr21	5116800	5117000	U	U	U	U
chr21	5117000	5117200	U	U	U	U
chr21	5117200	5117400	U	U	U	U
chr21	5117400	5117600	U	U	U	U
chr21	5117600	5117800	U	U	U	U
chr21	5117800	5118000	U	U	U	U
chr21	5118000	5118200	U	U	U	U
chr21	5118200	5118400	U	U	U	U
chr21	5118400	5118600	U	U	U	U
chr21	5118600	5118800	U	U	U	U
chr21	5118800	5119000	U	U	U	U
chr21	5119000	5119200	U	U	U	U
chr21	5119400	5119600	U	U	U	U
chr21	5120200	5120400	U	U	U	U
chr21	5120600	5120800	U	U	U	U
chr21	5120800	5121000	U	U	U	U
chr21	5121000	5121200	U	U	U	U
chr21	5121200	5121400	U	U	U	U
chr21	5121400	5121600	U	U	U	U
chr21	5121600	5121800	U	U	U	U
chr21	5121800	5122000	U	U	U	U
chr21	5122800	5123000	U	U	U	U
chr21	5123000	5123200	U	U	U	U
chr21	5123200	5123400	U	U	U	U
chr21	5123400	5123600	U	U	U	U
chr21	5123600	5123800	B	U	U	U
chr21	5124400	5124600	U	U	U	U
chr21	5124600	5124800	U	U	U	U
chr21	5124800	5125000	U	U	U	U
chr21	5125400	5125600	U	U	U	U
chr21	5125600	5125800	U	U	U	U
chr21	5125800	5126000	U	U	U	U
chr21	5126000	5126200	U	U	U	U
chr21	5126200	5126400	U	U	U	U
chr21	5126400	5126600	U	U	U	U
chr21	5126800	5127000	U	U	U	U
chr21	5127000	5127200	U	U	U	U
chr21	5127200	5127400	U	U	U	U
chr21	5128200	5128400	B	U	U	U
chr21	5128400	5128600	B	U	U	U
chr21	5128600	5128800	B	U	U	U
chr21	5129400	5129600	U	U	U	U
chr21	5129600	5129800	U	U	U	U
chr21	5129800	5130000	U	U	U	U
chr21	5130000	5130200	U	U	U	U
chr21	5130600	5130800	U	U	U	U
chr21	5130800	5131000	U	U	U	U
chr21	5131000	5131200	U	U	U	U
chr21	5131200	5131400	U	U	U	U
chr21	5131400	5131600	U	U	U	U
chr21	5131600	5131800	U	U	U	U
chr21	5131800	5132000	U	U	U	U
chr21	5132600	5132800	U	U	U	U
chr21	5132800	5133000	U	U	U	U
chr21	5133000	5133200	U	U	U	U
chr21	5133600	5133800	U	U	U	U
chr21	5133800	5134000	U	U	U	U
chr21	5134200	5134400	U	U	U	U
chr21	5134800	5135000	U	U	U	U
chr21	5135000	5135200	U	U	U	U
chr21	5135200	5135400	U	U	U	U
chr21	5135400	5135600	U	U	U	U
chr21	5135600	5135800	U	U	U	U
chr21	5135800	5136000	U	U	U	U
chr21	5136000	5136200	U	U	U	U
chr21	5136200	5136400	U	U	U	U
chr21	5136400	5136600	U	U	U	U
chr21	5137200	5137400	U	U	U	U
chr21	5138000	5138200	U	U	U	U
chr21	5138800	5139000	U	U	U	U
chr21	5139400	5139600	U	U	U	U
chr21	5139600	5139800	U	U	U	U
chr21	5139800	5140000	U	U	U	U
chr21	5140000	5140200	U	U	U	U
chr21	5140200	5140400	U	U	U	U
chr21	5140400	5140600	U	U	U	U
chr21	5140600	5140800	U	U	U	U
chr21	5140800	5141000	U	U	U	U
chr21	5141000	5141200	U	U	U	U
chr21	5141200	5141400	U	U	U	U
chr21	5141600	5141800	U	U	U	U
chr21	5142000	5142200	U	U	U	U
chr21	5142200	5142400	U	U	U	U
chr21	5142400	5142600	U	U	U	U
chr21	5142600	5142800	U	U	U	U
chr21	5143200	5143400	U	U	U	U
chr21	5144000	5144200	U	U	U	U
chr21	5144200	5144400	U	U	U	U
chr21	5144400	5144600	U	U	U	U
chr21	5144600	5144800	U	U	U	U
chr21	5145600	5145800	U	U	U	U
chr21	5145800	5146000	U	U	U	U
chr21	5146000	5146200	U	U	U	U
chr21	5146400	5146600	U	U	U	U
chr21	5146600	5146800	U	U	U	U
chr21	5147200	5147400	U	U	U	U
chr21	5147400	5147600	B	U	U	U
chr21	5147600	5147800	B	U	U	U
chr21	5147800	5148000	B	U	U	U
chr21	5148000	5148200	B	U	U	U
chr21	5148200	5148400	B	U	U	U
chr21	5149200	5149400	U	U	U	U
chr21	5152600	5152800	U	U	U	U
chr21	5152800	5153000	U	U	U	U
chr21	5153000	5153200	U	U	U	U
chr21	5153200	5153400	U	U	U	U
chr21	5153800	5154000	U	U	U	U
chr21	5154000	5154200	B	U	U	U
chr21	5154400	5154600	B	U	U	U
chr21	5154600	5154800	B	U	U	U
chr21	5154800	5155000	B	U	U	U
chr21	5155400	5155600	U	U	U	U
chr21	5155600	5155800	U	U	U	U
chr21	5155800	5156000	U	U	U	U
chr21	5156000	5156200	U	U	U	U
chr21	5156200	5156400	U	U	U	U
chr21	5156400	5156600	U	U	U	U
chr21	5156600	5156800	U	U	U	U
chr21	5156800	5157000	U	U	U	U
chr21	5157000	5157200	U	U	U	U
chr21	5157200	5157400	U	U	U	U
chr21	5157400	5157600	U	U	U	U
chr21	5157600	5157800	U	U	U	U
chr21	5157800	5158000	U	U	U	U
chr21	5158000	5158200	U	U	U	U
chr21	5158200	5158400	U	U	U	U
chr21	5158400	5158600	U	U	U	U
chr21	5158600	5158800	U	U	U	U
chr21	5158800	5159000	U	U	U	U
chr21	5159000	5159200	U	U	U	U
chr21	5159200	5159400	U	U	U	U
chr21	5159400	5159600	U	U	U	U
chr21	5161600	5161800	U	U	U	U
chr21	5163600	5163800	U	U	U	U
chr21	5164600	5164800	U	U	U	U
chr21	5164800	5165000	U	U	U	U
chr21	5165000	5165200	U	U	U	U
chr21	5219800	5220000	U	U	U	U
chr21	5221200	5221400	U	U	U	U
chr21	5221400	5221600	U	U	U	U
chr21	5221600	5221800	U	U	U	U
chr21	5221800	5222000	U	U	U	U
chr21	5223000	5223200	U	U	U	U
chr21	5223200	5223400	U	U	U	U
chr21	5223400	5223600	U	U	U	U
chr21	5223600	5223800	U	U	U	U
chr21	5223800	5224000	U	U	U	U
chr21	5224400	5224600	U	U	U	U
chr21	5224600	5224800	U	U	U	U
chr21	5224800	5225000	U	U	U	U
chr21	5225000	5225200	U	U	U	U
chr21	5225200	5225400	U	U	U	U
chr21	5225400	5225600	U	U	U	U
chr21	5225600	5225800	U	U	U	U
chr21	5225800	5226000	U	U	U	U
chr21	5226000	5226200	U	U	U	U
chr21	5229200	5229400	U	U	U	U
chr21	5229800	5230000	U	U	U	U
chr21	5230000	5230200	U	U	U	U
chr21	5230200	5230400	U	U	U	U
chr21	5232400	5232600	U	U	U	U
chr21	5232600	5232800	U	U	U	U
chr21	5232800	5233000	U	U	U	U
chr21	5238400	5238600	U	U	U	U
chr21	5238600	5238800	U	U	U	U
chr21	5240000	5240200	U	U	U	U
chr21	5240400	5240600	U	U	U	U
chr21	5240800	5241000	U	U	U	U
chr21	5241000	5241200	U	U	U	U
chr21	5241200	5241400	U	U	U	U
chr21	5241400	5241600	U	U	U	U
chr21	5241600	5241800	U	U	U	U
chr21	5241800	5242000	U	U	U	U
chr21	5242200	5242400	U	U	U	U
chr21	5242400	5242600	U	U	U	U
chr21	5242600	5242800	U	U	U	U
chr21	5242800	5243000	B	U	U	U
chr21	5243000	5243200	B	U	U	U
chr21	5243200	5243400	B	U	U	U
chr21	5244200	5244400	B	U	U	B
chr21	5244600	5244800	U	U	U	U
chr21	5245200	5245400	U	U	U	U
chr21	5245400	5245600	U	U	U	U
chr21	5245600	5245800	U	U	U	U
chr21	5245800	5246000	U	U	U	U
chr21	5246000	5246200	U	U	U	U
chr21	5246200	5246400	U	U	U	U
chr21	5246600	5246800	U	U	U	U
chr21	5246800	5247000	U	U	U	U
chr21	5252600	5252800	U	U	U	U
chr21	5264000	5264200	U	U	U	U
chr21	5445800	5446000	U	U	U	U
chr21	5446000	5446200	U	U	U	U
chr21	5446200	5446400	U	U	U	U
chr21	5446400	5446600	U	U	U	U
chr21	5446600	5446800	U	U	U	U
chr21	5499200	5499400	U	U	U	U
chr21	5499400	5499600	U	U	U	U
chr21	5500000	5500200	U	U	U	U
chr21	5502400	5502600	U	U	U	U
chr21	5504800	5505000	U	U	U	U
chr21	5505000	5505200	U	U	U	U
chr21	5505800	5506000	U	U	U	U
chr21	5506000	5506200	U	U	U	U
chr21	5506200	5506400	U	U	U	U
chr21	5506400	5506600	U	U	U	U
chr21	5506600	5506800	U	U	U	U
chr21	5507200	5507400	U	U	U	U
chr21	5507800	5508000	U	U	U	U
chr21	5508000	5508200	U	U	U	U
chr21	5508200	5508400	U	U	U	U
chr21	5508400	5508600	U	U	U	U
chr21	5508600	5508800	U	U	U	U
chr21	5508800	5509000	U	U	U	U
chr21	5509000	5509200	U	U	U	U
chr21	5509200	5509400	U	U	U	U
chr21	5509400	5509600	U	U	U	U
chr21	5509600	5509800	U	U	U	U
chr21	5509800	5510000	U	U	U	U
chr21	5510000	5510200	U	U	U	U
chr21	5510200	5510400	U	U	U	U
chr21	5510400	5510600	U	U	U	U
chr21	5510600	5510800	U	U	U	U
chr21	5510800	5511000	U	U	U	U
chr21	5511000	5511200	U	U	U	U
chr21	5511200	5511400	U	U	U	U
chr21	5511400	5511600	U	U	U	U
chr21	5511600	5511800	U	U	U	U
chr21	5512200	5512400	U	U	U	U
chr21	5512400	5512600	U	U	U	U
chr21	5512600	5512800	U	U	U	U
chr21	5512800	5513000	U	U	U	U
chr21	5513000	5513200	U	U	U	U
chr21	5513200	5513400	U	U	U	U
chr21	5513600	5513800	U	U	U	U
chr21	5515200	5515400	U	U	U	U
chr21	5515400	5515600	U	U	U	U
chr21	5515800	5516000	U	U	U	U
chr21	5516000	5516200	U	U	U	U
chr21	5516200	5516400	U	U	U	U
chr21	5516400	5516600	U	U	U	U
chr21	5517200	5517400	U	U	U	U
chr21	5518800	5519000	U	U	U	U
chr21	5519000	5519200	U	U	U	U
chr21	5519200	5519400	U	U	U	U
chr21	5519400	5519600	U	U	U	U
chr21	5519600	5519800	U	U	U	U
chr21	5519800	5520000	U	U	U	U
chr21	5520400	5520600	U	U	U	U
chr21	5520600	5520800	U	U	U	U
chr21	5523000	5523200	U	U	U	U
chr21	5523200	5523400	U	U	U	U
chr21	5523400	5523600	U	U	U	U
chr21	5523600	5523800	U	U	U	U
chr21	5523800	5524000	U	U	U	U
chr21	5524000	5524200	U	U	U	U
chr21	5524800	5525000	U	U	U	U
chr21	5525000	5525200	U	U	U	U
chr21	5525200	5525400	U	U	U	U
chr21	5525400	5525600	U	U	U	U
chr21	5525600	5525800	U	U	U	U
chr21	5526400	5526600	U	U	U	U
chr21	5526600	5526800	U	U	U	U
chr21	5526800	5527000	U	U	U	U
chr21	5527000	5527200	U	U	U	U
chr21	5528000	5528200	U	U	U	U
chr21	5528200	5528400	U	U	U	U
chr21	5529200	5529400	U	U	U	U
chr21	5529400	5529600	U	U	U	U
chr21	5530200	5530400	U	U	U	U
chr21	5531000	5531200	U	U	U	U
chr21	5531200	5531400	U	U	U	U
chr21	5532000	5532200	U	U	U	U
chr21	5532200	5532400	U	U	U	U
chr21	5532400	5532600	U	U	U	U
chr21	5532600	5532800	U	U	U	U
chr21	5532800	5533000	U	U	U	U
chr21	5533000	5533200	U	U	U	U
chr21	5535600	5535800	U	U	U	U
chr21	5535800	5536000	U	U	U	U
chr21	5536200	5536400	U	U	U	U
chr21	5536400	5536600	U	U	U	U
chr21	5536600	5536800	U	U	U	U
chr21	5536800	5537000	U	U	U	U
chr21	5537000	5537200	U	U	U	U
chr21	5537200	5537400	U	U	U	U
chr21	5539600	5539800	U	U	U	U
chr21	5539800	5540000	U	U	U	U
chr21	5540000	5540200	U	U	U	U
chr21	5540200	5540400	U	U	U	U
chr21	5540400	5540600	U	U	U	U
chr21	5540600	5540800	U	U	U	U
chr21	5540800	5541000	U	U	U	U
chr21	5541000	5541200	U	U	U	U
chr21	5542600	5542800	U	U	U	U
chr21	5542800	5543000	U	U	U	U
chr21	5543000	5543200	U	U	U	U
chr21	5543200	5543400	U	U	U	U
chr21	5543600	5543800	U	U	U	U
chr21	5543800	5544000	U	U	U	U
chr21	5544400	5544600	U	U	U	U
chr21	5544600	5544800	U	U	U	U
chr21	5544800	5545000	U	U	U	U
chr21	5545000	5545200	U	U	U	U
chr21	5545200	5545400	U	U	U	U
chr21	5545400	5545600	U	U	U	U
chr21	5545600	5545800	U	U	U	U
chr21	5545800	5546000	U	U	U	U
chr21	5546000	5546200	U	U	U	U
chr21	5546200	5546400	U	U	U	U
chr21	5546400	5546600	U	U	U	U
chr21	5546600	5546800	U	U	U	U
chr21	5546800	5547000	U	U	U	U
chr21	5547000	5547200	U	U	U	U
chr21	5547200	5547400	U	U	U	U
chr21	5547400	5547600	U	U	U	U
chr21	5547600	5547800	U	U	U	U
chr21	5547800	5548000	U	U	U	U
chr21	5548000	5548200	U	U	U	U
chr21	5548200	5548400	U	U	U	U
chr21	5548800	5549000	U	U	U	U
chr21	5549400	5549600	U	U	U	U
chr21	5549600	5549800	U	U	U	U
chr21	5549800	5550000	U	U	U	U
chr21	5550000	5550200	U	U	U	U
chr21	5550200	5550400	U	U	U	U
chr21	5551000	5551200	U	U	U	U
chr21	5551200	5551400	U	U	U	U
chr21	5553600	5553800	U	U	U	U
chr21	5553800	5554000	U	U	U	U
chr21	5555800	5556000	U	U	U	U
chr21	5556600	5556800	U	U	U	U
chr21	5556800	5557000	U	U	U	U
chr21	5557800	5558000	U	U	U	U
chr21	5558000	5558200	U	U	U	U
chr21	5558200	5558400	U	U	U	U
chr21	5558400	5558600	U	U	U	U
chr21	5558600	5558800	U	U	U	U
chr21	5560200	5560400	U	U	U	U
chr21	5560400	5560600	U	U	U	U
chr21	5571400	5571600	U	U	U	U
chr21	5571600	5571800	U	U	U	U
chr21	5571800	5572000	U	U	U	U
chr21	5575600	5575800	U	U	U	U
chr21	5575800	5576000	U	U	U	U
chr21	5576000	5576200	U	U	U	U
chr21	5576200	5576400	U	U	U	U
chr21	5576400	5576600	U	U	U	U
chr21	5576600	5576800	U	U	U	U
chr21	5576800	5577000	U	U	U	U
chr21	5577000	5577200	U	U	U	U
chr21	5577200	5577400	U	U	U	U
chr21	5580000	5580200	U	U	U	U
chr21	5580200	5580400	U	U	U	U
chr21	5580400	5580600	U	U	U	U
chr21	5581000	5581200	U	U	U	U
chr21	5581200	5581400	U	U	U	U
chr21	5581400	5581600	U	U	U	U
chr21	5581600	5581800	U	U	U	U
chr21	5583200	5583400	U	U	U	U
chr21	5583400	5583600	U	U	U	U
chr21	5583600	5583800	U	U	U	U
chr21	5585000	5585200	U	U	U	U
chr21	5585600	5585800	U	U	U	U
chr21	5585800	5586000	U	U	U	U
chr21	5586000	5586200	U	U	U	U
chr21	5586200	5586400	U	U	U	U
chr21	5586400	5586600	U	U	U	U
chr21	5586600	5586800	U	U	U	U
chr21	5587400	5587600	U	U	U	U
chr21	5588800	5589000	U	U	U	U
chr21	5589600	5589800	U	U	U	U
chr21	5589800	5590000	U	U	U	U
chr21	5590000	5590200	U	U	U	U
chr21	5590200	5590400	U	U	U	U
chr21	5590400	5590600	U	U	U	U
chr21	5590600	5590800	U	U	U	U
chr21	5590800	5591000	U	U	U	U
chr21	5591000	5591200	U	U	U	U
chr21	5591200	5591400	U	U	U	U
chr21	5591400	5591600	U	U	U	U
chr21	5592800	5593000	U	U	U	U
chr21	5593000	5593200	U	U	U	U
chr21	5593200	5593400	U	U	U	U
chr21	5593400	5593600	U	U	U	U
chr21	5593600	5593800	U	U	U	U
chr21	5593800	5594000	U	U	U	U
chr21	5594400	5594600	U	U	U	U
chr21	5601600	5601800	U	U	U	U
chr21	5601800	5602000	U	U	U	U
chr21	5602000	5602200	U	U	U	U
chr21	5604400	5604600	U	U	U	U
chr21	5604600	5604800	U	U	U	U
chr21	5604800	5605000	U	U	U	U
chr21	5605000	5605200	U	U	U	U
chr21	5606800	5607000	U	U	U	U
chr21	5688400	5688600	U	U	U	U
chr21	5692400	5692600	U	U	U	U
chr21	5692600	5692800	U	U	U	U
chr21	5692800	5693000	U	U	U	U
chr21	5693000	5693200	U	U	U	U
chr21	5693200	5693400	U	U	U	U
chr21	5694400	5694600	U	U	U	U
chr21	5694600	5694800	U	U	U	U
chr21	5694800	5695000	U	U	U	U
chr21	5695000	5695200	U	U	U	U
chr21	5695200	5695400	U	U	U	U
chr21	5695800	5696000	U	U	U	U
chr21	5696000	5696200	U	U	U	U
chr21	5696400	5696600	U	U	U	U
chr21	5696600	5696800	U	U	U	U
chr21	5696800	5697000	U	U	U	U
chr21	5697000	5697200	U	U	U	U
chr21	5697200	5697400	U	U	U	U
chr21	5697400	5697600	U	U	U	U
chr21	5697600	5697800	U	U	U	U
chr21	5697800	5698000	B	U	U	U
chr21	5698000	5698200	B	U	U	U
chr21	5698200	5698400	B	U	U	U
chr21	5698400	5698600	B	U	U	U
chr21	5698600	5698800	U	U	U	U
chr21	5698800	5699000	U	U	U	U
chr21	5699000	5699200	U	U	U	U
chr21	5699200	5699400	U	U	U	U
chr21	5703800	5704000	U	U	U	U
chr21	5704000	5704200	U	U	U	U
chr21	5704200	5704400	U	U	U	U
chr21	5704400	5704600	U	U	U	U
chr21	5704600	5704800	U	U	U	U
chr21	5705200	5705400	U	U	U	U
chr21	5707000	5707200	U	U	U	U
chr21	5707200	5707400	U	U	U	U
chr21	5707800	5708000	U	U	U	U
chr21	5708000	5708200	U	U	U	U
chr21	5708200	5708400	U	U	U	U
chr21	5708400	5708600	U	U	U	U
chr21	5708600	5708800	U	U	U	U
chr21	5708800	5709000	U	U	U	U
chr21	5709000	5709200	U	U	U	U
chr21	5709200	5709400	U	U	U	U
chr21	5709400	5709600	U	U	U	U
chr21	5710600	5710800	U	U	U	U
chr21	5712600	5712800	U	U	U	U
chr21	5712800	5713000	U	U	U	U
chr21	5713000	5713200	U	U	U	U
chr21	5713200	5713400	U	U	U	U
chr21	5713400	5713600	U	U	U	U
chr21	5713600	5713800	U	U	U	U
chr21	5713800	5714000	U	U	U	U
chr21	5714000	5714200	U	U	U	U
chr21	5714200	5714400	U	U	U	U
chr21	5714400	5714600	U	U	U	U
chr21	5715800	5716000	U	U	U	U
chr21	5716000	5716200	U	U	U	U
chr21	5716200	5716400	U	U	U	U
chr21	5716400	5716600	U	U	U	U
chr21	5716600	5716800	U	U	U	U
chr21	5716800	5717000	U	U	U	U
chr21	5718000	5718200	U	U	U	U
chr21	5718200	5718400	U	U	U	U
chr21	5718400	5718600	U	U	U	U
chr21	5718600	5718800	U	U	U	U
chr21	5718800	5719000	U	U	U	U
chr21	5719800	5720000	U	U	U	U
chr21	5720000	5720200	U	U	U	U
chr21	5720600	5720800	U	U	U	U
chr21	5720800	5721000	U	U	U	U
chr21	5721000	5721200	U	U	U	U
chr21	5721200	5721400	U	U	U	U
chr21	5721400	5721600	U	U	U	U
chr21	5724000	5724200	U	U	U	U
chr21	5724200	5724400	U	U	U	U
chr21	5724400	5724600	U	U	U	U
chr21	5729000	5729200	U	U	U	U
chr21	5729600	5729800	U	U	U	U
chr21	5730000	5730200	U	U	U	U
chr21	5730200	5730400	U	U	U	U
chr21	5730400	5730600	U	U	U	U
chr21	5730600	5730800	U	U	U	U
chr21	5730800	5731000	U	U	U	U
chr21	5731000	5731200	U	U	U	U
chr21	5731200	5731400	U	U	U	U
chr21	5731400	5731600	U	U	U	U
chr21	5734600	5734800	U	U	U	U
chr21	5734800	5735000	U	U	U	U
chr21	5736000	5736200	U	U	U	U
chr21	5736200	5736400	U	U	U	U
chr21	5736400	5736600	U	U	U	U
chr21	5736600	5736800	U	U	U	U
chr21	5737400	5737600	U	U	U	U
chr21	5738600	5738800	U	U	U	U
chr21	5747600	5747800	U	U	U	U
chr21	5747800	5748000	U	U	U	U
chr21	5748000	5748200	U	U	U	U
chr21	5748400	5748600	U	U	U	U
chr21	5748600	5748800	U	U	U	U
chr21	5748800	5749000	U	U	U	U
chr21	5757400	5757600	U	U	U	U
