chr	start	end	ATAC	CTCF	REST	EP300
chr19	294600	294800	B	U	U	U
chr19	294800	295000	B	U	U	U
chr19	295000	295200	B	U	B	U
chr19	295200	295400	B	B	B	U
chr19	295600	295800	U	U	U	U
chr19	295800	296000	U	U	U	U
chr19	296000	296200	U	U	U	U
chr19	296200	296400	U	U	U	U
chr19	296400	296600	U	U	U	U
chr19	305400	305600	U	U	U	U
chr19	305600	305800	U	U	U	U
chr19	305800	306000	U	U	U	U
chr19	306000	306200	U	U	U	U
chr19	306200	306400	U	U	U	U
chr19	306400	306600	U	U	U	U
chr19	306600	306800	U	U	U	U
chr19	307000	307200	U	U	U	U
chr19	307200	307400	U	U	U	U
chr19	307400	307600	U	U	U	U
chr19	307600	307800	U	U	U	U
chr19	307800	308000	U	U	U	U
chr19	308000	308200	U	U	U	U
chr19	308200	308400	U	U	U	U
chr19	308400	308600	U	U	U	U
chr19	308600	308800	U	U	U	U
chr19	308800	309000	U	U	U	U
chr19	309000	309200	U	U	U	U
chr19	309200	309400	U	U	U	U
chr19	310200	310400	U	U	U	U
chr19	311000	311200	U	U	U	U
chr19	311200	311400	U	U	U	U
chr19	311400	311600	U	U	U	U
chr19	311600	311800	U	U	U	U
chr19	313600	313800	U	U	U	U
chr19	313800	314000	U	U	U	U
chr19	314000	314200	U	U	U	U
chr19	314200	314400	U	U	U	U
chr19	314600	314800	U	U	U	U
chr19	324800	325000	U	U	U	U
chr19	325000	325200	U	U	U	U
chr19	325600	325800	U	U	U	U
chr19	325800	326000	U	U	U	U
chr19	326600	326800	U	U	U	U
chr19	326800	327000	U	U	U	U
chr19	327000	327200	U	U	U	U
chr19	327400	327600	U	U	U	U
chr19	327600	327800	U	U	U	U
chr19	327800	328000	U	U	U	U
chr19	328000	328200	U	U	U	U
chr19	334200	334400	U	U	U	U
chr19	334400	334600	U	U	U	U
chr19	334600	334800	U	U	U	U
chr19	334800	335000	U	U	U	U
chr19	335000	335200	U	U	U	U
chr19	335200	335400	U	U	U	U
chr19	335400	335600	U	U	U	U
chr19	335600	335800	U	U	U	U
chr19	335800	336000	U	U	U	U
chr19	336000	336200	U	U	U	U
chr19	336200	336400	U	U	U	U
chr19	340800	341000	U	U	U	U
chr19	341000	341200	U	U	U	U
chr19	341200	341400	U	U	U	U
chr19	341400	341600	U	U	U	U
chr19	341600	341800	U	U	U	U
chr19	341800	342000	U	U	U	U
chr19	343000	343200	B	U	U	U
chr19	343200	343400	B	U	U	U
chr19	343400	343600	B	U	U	U
chr19	345400	345600	U	U	U	U
chr19	348000	348200	U	U	U	U
chr19	362000	362200	U	U	U	U
chr19	362200	362400	U	U	U	U
chr19	364600	364800	U	U	U	U
chr19	364800	365000	U	U	U	U
chr19	365000	365200	U	U	U	U
chr19	365200	365400	U	U	U	U
chr19	366800	367000	U	U	U	U
chr19	367000	367200	U	U	U	U
chr19	367800	368000	U	U	U	U
chr19	368200	368400	U	U	U	U
chr19	370800	371000	U	U	U	U
chr19	371000	371200	U	U	U	U
chr19	371600	371800	U	U	B	U
chr19	372600	372800	U	U	U	U
chr19	372800	373000	U	U	U	U
chr19	373000	373200	U	U	U	U
chr19	373200	373400	B	U	U	U
chr19	373400	373600	B	U	U	U
chr19	373600	373800	B	U	U	U
chr19	373800	374000	U	U	U	U
chr19	374000	374200	U	U	U	U
chr19	375000	375200	U	U	U	U
chr19	375200	375400	U	U	U	U
chr19	375400	375600	U	U	U	U
chr19	375600	375800	U	U	U	U
chr19	375800	376000	U	U	U	U
chr19	377800	378000	U	U	U	U
chr19	378000	378200	U	B	U	U
chr19	378200	378400	U	B	U	U
chr19	378400	378600	U	U	U	U
chr19	383200	383400	U	U	U	U
chr19	390000	390200	U	U	U	U
chr19	392600	392800	U	U	U	U
chr19	392800	393000	U	U	U	U
chr19	397400	397600	U	U	U	U
chr19	397600	397800	U	U	U	U
chr19	397800	398000	U	U	U	U
chr19	398000	398200	U	U	U	U
chr19	398200	398400	U	U	U	U
chr19	399000	399200	U	U	U	U
chr19	399400	399600	U	U	U	U
chr19	401600	401800	U	U	U	U
chr19	401800	402000	U	U	U	U
chr19	402000	402200	U	U	U	U
chr19	402200	402400	U	U	U	U
chr19	403200	403400	U	U	U	U
chr19	403600	403800	U	U	U	U
chr19	405200	405400	U	U	U	U
chr19	405400	405600	U	U	U	U
chr19	405600	405800	U	U	U	U
chr19	405800	406000	U	U	U	U
chr19	406000	406200	U	U	U	U
chr19	406200	406400	U	U	U	U
chr19	406400	406600	U	U	U	U
chr19	406600	406800	U	U	U	U
chr19	407200	407400	U	U	U	U
chr19	407400	407600	U	U	U	U
chr19	407600	407800	U	U	U	U
chr19	407800	408000	U	U	U	U
chr19	408000	408200	U	U	U	U
chr19	408200	408400	U	U	U	U
chr19	408400	408600	U	U	U	U
chr19	408600	408800	U	U	U	U
chr19	408800	409000	U	U	U	U
chr19	410200	410400	U	U	U	U
chr19	410400	410600	U	U	U	U
chr19	411400	411600	U	U	U	U
chr19	412000	412200	U	U	U	U
chr19	412200	412400	U	U	U	U
chr19	412400	412600	U	U	U	U
chr19	414000	414200	U	U	U	U
chr19	416200	416400	U	U	U	U
chr19	416400	416600	U	U	U	U
chr19	416600	416800	U	U	U	U
chr19	416800	417000	U	U	U	U
chr19	417000	417200	U	U	U	U
chr19	417600	417800	U	U	U	U
chr19	417800	418000	U	U	U	U
chr19	418000	418200	U	U	U	U
chr19	419000	419200	U	U	U	U
chr19	420200	420400	U	U	U	U
chr19	420400	420600	U	U	U	U
chr19	422200	422400	U	U	U	U
chr19	422400	422600	U	U	U	U
chr19	424600	424800	U	U	U	U
chr19	424800	425000	U	U	U	U
chr19	425000	425200	U	U	U	U
chr19	425200	425400	U	U	U	U
chr19	427000	427200	U	U	U	U
chr19	427200	427400	U	U	U	U
chr19	428400	428600	U	U	U	U
chr19	430600	430800	U	U	U	U
chr19	434600	434800	U	U	U	U
chr19	435200	435400	U	U	U	U
chr19	435400	435600	U	U	U	U
chr19	436000	436200	U	U	U	U
chr19	436200	436400	U	U	U	U
chr19	436400	436600	U	U	U	U
chr19	436600	436800	U	U	U	U
chr19	437600	437800	U	U	U	U
chr19	438600	438800	U	U	U	U
chr19	438800	439000	U	U	U	U
chr19	439200	439400	U	U	U	U
chr19	440400	440600	U	U	U	U
chr19	441400	441600	U	U	U	U
chr19	444400	444600	U	U	U	U
chr19	448000	448200	U	U	U	U
chr19	450000	450200	U	U	U	U
chr19	453600	453800	U	U	U	U
chr19	453800	454000	U	U	U	U
chr19	454000	454200	U	U	U	U
chr19	454200	454400	U	U	U	U
chr19	456200	456400	U	U	U	U
chr19	456400	456600	U	U	U	U
chr19	459800	460000	U	U	U	U
chr19	460000	460200	U	U	U	U
chr19	460400	460600	U	U	U	U
chr19	461600	461800	B	U	U	U
chr19	462200	462400	B	U	U	U
chr19	462400	462600	B	U	U	U
chr19	464200	464400	U	U	U	U
chr19	467400	467600	U	U	U	U
chr19	467600	467800	U	U	U	U
chr19	467800	468000	U	U	U	U
chr19	470600	470800	U	U	U	U
chr19	472400	472600	U	U	U	U
chr19	474200	474400	U	U	U	U
chr19	474400	474600	U	U	U	U
chr19	474600	474800	U	U	U	U
chr19	474800	475000	U	U	U	U
chr19	478000	478200	U	U	U	U
chr19	478200	478400	U	U	U	U
chr19	478400	478600	U	U	U	U
chr19	478600	478800	U	U	U	U
chr19	483200	483400	U	U	U	U
chr19	485800	486000	U	U	U	U
chr19	488600	488800	B	U	U	U
chr19	488800	489000	B	U	U	B
chr19	489000	489200	B	U	U	B
chr19	489800	490000	U	U	U	U
chr19	491400	491600	B	U	U	U
chr19	493200	493400	U	U	U	U
chr19	494200	494400	U	U	U	U
chr19	495200	495400	B	U	U	U
chr19	495400	495600	B	U	U	U
chr19	495600	495800	B	B	B	U
chr19	496200	496400	U	U	U	U
chr19	497600	497800	U	U	U	U
chr19	497800	498000	U	U	U	U
chr19	498000	498200	U	U	U	U
chr19	498200	498400	U	U	U	U
chr19	498400	498600	U	U	U	U
chr19	498800	499000	U	U	U	U
chr19	499800	500000	U	U	U	U
chr19	504600	504800	U	U	U	U
chr19	506600	506800	B	B	B	B
chr19	506800	507000	B	B	B	B
chr19	507000	507200	B	U	U	B
chr19	507200	507400	B	U	U	U
chr19	507400	507600	B	U	U	U
chr19	507600	507800	B	U	U	U
chr19	507800	508000	B	U	U	U
chr19	508000	508200	B	U	U	U
chr19	508200	508400	U	U	U	U
chr19	508800	509000	U	U	U	U
chr19	509000	509200	U	U	U	U
chr19	510400	510600	U	U	U	U
chr19	511000	511200	U	U	U	U
chr19	511200	511400	U	U	U	U
chr19	511400	511600	U	U	U	U
chr19	511600	511800	U	U	U	U
chr19	513200	513400	B	U	U	U
chr19	514800	515000	U	U	U	U
chr19	518800	519000	U	U	U	U
chr19	519000	519200	U	U	U	U
chr19	519200	519400	U	U	U	U
chr19	519400	519600	U	U	U	U
chr19	519600	519800	U	U	U	U
chr19	520000	520200	U	U	U	U
chr19	524200	524400	U	U	U	U
chr19	524400	524600	U	U	U	U
chr19	525200	525400	U	U	U	U
chr19	529400	529600	U	U	U	U
chr19	529600	529800	U	U	U	U
chr19	531000	531200	B	B	U	U
chr19	531400	531600	B	U	U	U
chr19	531600	531800	B	U	U	U
chr19	531800	532000	B	U	U	U
chr19	532000	532200	B	U	U	U
chr19	532200	532400	B	U	U	U
chr19	532400	532600	B	U	U	U
chr19	532600	532800	B	U	B	U
chr19	533000	533200	B	B	B	U
chr19	533200	533400	B	U	B	U
chr19	533400	533600	B	U	U	U
chr19	533600	533800	U	U	U	U
chr19	533800	534000	U	U	U	U
chr19	534000	534200	U	U	U	U
chr19	535000	535200	U	U	U	U
chr19	535200	535400	U	U	U	U
chr19	535400	535600	U	U	U	U
chr19	535600	535800	U	U	U	U
chr19	536600	536800	U	U	U	U
chr19	536800	537000	U	U	U	U
chr19	537000	537200	U	U	U	U
chr19	538400	538600	U	U	U	U
chr19	538600	538800	U	U	U	U
chr19	538800	539000	U	U	U	U
chr19	539000	539200	U	U	U	U
chr19	539600	539800	U	U	U	U
chr19	541000	541200	U	U	U	U
chr19	541200	541400	U	U	U	U
chr19	541600	541800	U	U	U	U
chr19	541800	542000	U	U	U	U
chr19	542000	542200	U	U	U	U
chr19	542200	542400	U	U	U	U
chr19	544000	544200	B	U	U	U
chr19	547200	547400	U	U	U	U
chr19	547400	547600	U	U	U	U
chr19	548200	548400	U	U	U	U
chr19	548400	548600	U	U	U	U
chr19	549000	549200	U	U	U	U
chr19	549600	549800	U	U	U	U
chr19	558800	559000	U	U	U	U
chr19	559000	559200	U	U	U	U
chr19	572600	572800	B	U	B	U
chr19	572800	573000	B	U	U	U
chr19	573000	573200	B	U	U	U
chr19	573200	573400	B	U	U	U
chr19	573400	573600	B	U	U	U
chr19	573600	573800	U	U	U	U
chr19	574600	574800	B	U	B	B
chr19	574800	575000	B	U	B	B
chr19	575400	575600	B	U	U	U
chr19	575800	576000	U	U	U	U
chr19	576000	576200	U	U	U	U
chr19	576200	576400	U	U	U	U
chr19	577000	577200	U	U	U	U
chr19	577200	577400	U	U	U	U
chr19	577400	577600	U	U	U	U
chr19	577600	577800	U	U	U	U
chr19	577800	578000	U	U	U	U
chr19	578000	578200	U	U	U	U
chr19	578200	578400	U	U	U	U
chr19	578400	578600	U	U	U	U
chr19	579400	579600	U	U	U	U
chr19	579600	579800	U	U	U	U
chr19	579800	580000	U	U	U	U
chr19	580000	580200	U	U	U	U
chr19	580200	580400	U	U	U	U
chr19	580400	580600	U	U	U	U
chr19	581400	581600	U	U	U	U
chr19	581600	581800	U	U	U	U
chr19	581800	582000	U	U	U	U
chr19	582000	582200	U	U	U	U
chr19	582200	582400	U	U	U	U
chr19	582800	583000	U	U	U	U
chr19	583000	583200	B	U	U	U
chr19	583200	583400	B	U	U	U
chr19	583400	583600	B	U	U	U
chr19	583600	583800	B	U	U	U
chr19	583800	584000	B	U	U	U
chr19	584000	584200	B	U	U	U
chr19	584200	584400	B	U	U	U
chr19	584400	584600	B	B	B	U
chr19	584600	584800	B	B	B	U
chr19	584800	585000	B	U	U	U
chr19	585000	585200	B	U	U	U
chr19	585800	586000	U	U	U	U
chr19	586000	586200	U	U	U	U
chr19	588200	588400	B	B	U	U
chr19	588400	588600	B	U	U	U
chr19	588600	588800	U	U	U	U
chr19	588800	589000	U	U	U	U
chr19	589000	589200	U	U	U	U
chr19	589200	589400	U	U	B	U
chr19	589400	589600	U	U	B	U
chr19	590200	590400	U	U	B	U
chr19	590400	590600	U	U	B	U
chr19	590600	590800	U	U	B	U
chr19	590800	591000	U	U	U	U
chr19	591000	591200	U	U	U	U
chr19	591200	591400	U	U	B	U
chr19	591800	592000	B	U	B	U
chr19	592000	592200	U	U	U	U
chr19	592200	592400	U	U	U	U
chr19	592400	592600	U	U	U	U
chr19	592600	592800	U	U	U	U
chr19	593000	593200	U	U	U	U
chr19	594200	594400	U	U	U	U
chr19	594400	594600	U	U	U	U
chr19	594600	594800	U	U	U	U
chr19	595400	595600	U	U	U	U
chr19	595600	595800	U	U	U	U
chr19	595800	596000	U	U	U	U
chr19	596000	596200	U	U	U	U
chr19	596200	596400	U	U	U	U
chr19	596400	596600	U	U	U	U
chr19	596600	596800	U	U	U	U
chr19	597000	597200	U	U	U	U
chr19	597200	597400	U	U	U	U
chr19	598000	598200	U	U	U	U
chr19	601800	602000	U	U	U	U
chr19	603600	603800	U	U	U	U
chr19	605000	605200	B	B	U	U
chr19	607200	607400	U	U	U	U
chr19	607400	607600	U	U	U	U
chr19	607600	607800	U	U	U	U
chr19	607800	608000	U	U	U	U
chr19	608600	608800	U	U	U	U
chr19	611400	611600	B	U	U	U
chr19	613200	613400	U	U	U	U
chr19	613800	614000	U	U	U	U
chr19	614800	615000	U	U	U	U
chr19	615000	615200	U	U	U	U
chr19	615600	615800	U	U	U	U
chr19	615800	616000	U	U	U	U
chr19	616000	616200	U	U	U	U
chr19	616200	616400	U	U	U	U
chr19	616400	616600	U	U	U	U
chr19	616800	617000	U	U	U	U
chr19	617000	617200	U	U	U	U
chr19	617200	617400	U	U	U	U
chr19	617600	617800	U	U	U	U
chr19	617800	618000	U	U	U	U
chr19	618000	618200	U	U	U	U
chr19	618200	618400	U	U	U	U
chr19	618400	618600	U	U	U	U
chr19	618600	618800	U	U	U	U
chr19	619000	619200	U	U	U	U
chr19	619600	619800	U	U	U	U
chr19	620000	620200	U	U	U	U
chr19	620200	620400	U	U	U	U
chr19	620400	620600	U	U	U	U
chr19	621200	621400	U	U	U	U
chr19	621400	621600	U	U	U	U
chr19	621600	621800	U	U	U	U
chr19	621800	622000	U	U	U	U
chr19	622000	622200	U	U	U	U
chr19	622200	622400	U	U	U	U
chr19	622400	622600	U	U	U	U
chr19	622600	622800	U	U	U	U
chr19	622800	623000	U	U	U	U
chr19	623000	623200	U	U	U	U
chr19	623600	623800	U	U	U	U
chr19	624600	624800	U	U	U	U
chr19	624800	625000	U	U	U	U
chr19	625000	625200	U	U	U	U
chr19	625200	625400	U	U	U	U
chr19	629400	629600	U	U	U	U
chr19	629600	629800	U	U	U	U
chr19	629800	630000	U	U	U	U
chr19	630000	630200	U	U	U	U
chr19	630200	630400	U	U	U	U
chr19	630400	630600	U	U	U	U
chr19	630600	630800	U	U	U	U
chr19	632400	632600	B	U	U	U
chr19	632600	632800	B	U	U	U
chr19	632800	633000	B	U	U	U
chr19	633000	633200	B	U	U	U
chr19	633200	633400	B	U	U	U
chr19	634200	634400	U	U	U	U
chr19	635400	635600	U	U	U	U
chr19	638400	638600	U	U	U	U
chr19	638600	638800	U	U	U	U
chr19	638800	639000	U	U	U	U
